order_id,customer_id,order_date,order_status,net_sales,disc
6698875355374,6791517176046,01-09-2025 00:00,Valid,5021.08,0.163015
6698875027694,8773433917678,01-09-2025 00:00,Valid,6249.01,0.212972
6698874962158,8156979101934,01-09-2025 00:00,Valid,689.01,0.13767
6698874470638,7771520205038,01-09-2025 00:00,Valid,1884.01,0.12372
6698874437870,7772098494702,01-09-2025 00:00,Valid,1746.21,0.40137
6698874110190,6096910385390,01-09-2025 00:00,Valid,3570.02,0.216933
6698872504558,7871087050990,01-09-2025 00:00,Valid,2402.47,0.172424
6698872471790,7568510550254,01-09-2025 00:00,Valid,4530.01,0.19136
6698872078574,7740498903278,01-09-2025 00:00,Valid,1692,0.010526
6698871488750,8218193395950,01-09-2025 00:00,Valid,1841.28,0.155376
6698871324910,8773437489390,01-09-2025 00:00,Not Valid,0,
6698870669550,8773448990958,01-09-2025 00:00,Valid,981.01,0.161537
6698870243566,8285212541166,01-09-2025 00:00,Valid,2245.01,0.248912
6698870178030,6147741941998,01-09-2025 00:00,Valid,2497.01,0.189285
6698870079726,6477462372590,01-09-2025 00:00,Valid,2294,0.36787
6698869227758,6864357982446,01-09-2025 00:00,Valid,1487.21,0.263031
6698869096686,6717387243758,01-09-2025 00:00,Valid,4167.01,0.139938
6698869063918,8754188910830,01-09-2025 00:00,Valid,563.01,0.692178
6698868310254,6809956352238,01-09-2025 00:00,Valid,4819.41,0.146253
6698868375790,8773434671342,01-09-2025 00:00,Valid,400,0.120879
6698866933998,7598534459630,01-09-2025 00:00,Valid,364,0.09
6698866835694,7780637278446,01-09-2025 00:00,Valid,195.01,0.048778
6698866147566,8773445386478,01-09-2025 00:00,Not Valid,0,
6698866114798,8773251629294,01-09-2025 00:00,Valid,1142.11,0.552291
6698865361134,7725303628014,01-09-2025 00:00,Valid,1333.81,0.144999
6698864935150,6859029086446,01-09-2025 00:00,Not Valid,0,
6698864967918,8716766970094,01-09-2025 00:00,Valid,727.01,0.708146
6698864378094,8246235169006,01-09-2025 00:00,Valid,556.01,0.256681
6698864115950,6486268346606,01-09-2025 00:00,Valid,3902.01,0.287826
6698863919342,8420607066350,01-09-2025 00:00,Valid,2508.01,0.163999
6698863886574,6730109845742,01-09-2025 00:00,Not Valid,0,
6698863788270,8461338214638,01-09-2025 00:00,Valid,660.01,0.345884
6698862379246,6652499984622,01-09-2025 00:00,Valid,1314.31,0.183156
6698862018798,7370390929646,01-09-2025 00:00,Valid,613,0.097202
6698861297902,7724617662702,01-09-2025 00:00,Valid,5654.41,0.158571
6698861002990,6208714211566,01-09-2025 00:00,Valid,1878.62,0.138252
6698860708078,7128948998382,01-09-2025 00:00,Valid,1516.01,0.225344
6698860642542,6791416479982,01-09-2025 00:00,Valid,619.79,0.402906
6698860314862,8529567187182,01-09-2025 00:00,Valid,1570.71,0.194099
6698860249326,7164041003246,01-09-2025 00:00,Valid,2460.02,0.145832
6698859757806,7584475349230,01-09-2025 00:00,Valid,1174,0.706353
6698859528430,8654338359534,01-09-2025 00:00,Valid,2364.01,0.248808
6698858873070,8153200787694,01-09-2025 00:00,Valid,8482.01,0.1501
6698858447086,8553008201966,01-09-2025 00:00,Valid,3150,0.075704
6698858217710,8553008201966,01-09-2025 00:00,Valid,3150,0.075704
6698858053870,8538010353902,01-09-2025 00:00,Not Valid,0.01,0
6698857595118,8191738577134,01-09-2025 00:00,Valid,798,0.093182
6698857660654,8773429362926,01-09-2025 00:00,Not Valid,0,
6698855661806,6073961021678,01-09-2025 00:00,Valid,3515.01,0.186154
6698855301358,6501873156334,01-09-2025 00:00,Valid,3106.02,0.22311
6698853236974,7542790652142,01-09-2025 00:00,Valid,1471.81,0.31861
6698853040366,7870605197550,01-09-2025 00:00,Valid,2679.01,0.181734
6698852188398,8656562159854,01-09-2025 00:00,Valid,969.96,0.239253
6698851729646,7560445264110,01-09-2025 00:00,Valid,2566.01,0.143238
6698851139822,5748765458605,01-09-2025 00:00,Valid,3557.27,0.209499
6698849861870,7963291877614,01-09-2025 00:00,Valid,785,0.169312
6698849501422,6930686345454,01-09-2025 00:00,Valid,821.01,0.087777
6698849435886,8761204605166,01-09-2025 00:00,Valid,819.01,0.20408
6698849403118,6777841844462,01-09-2025 00:00,Valid,775.01,0.764292
6698848157934,6005193015534,01-09-2025 00:00,Valid,4088.07,0.228525
6698848059630,7725303628014,01-09-2025 00:00,Valid,2460.51,0.05
6698847600878,6919325253870,01-09-2025 00:00,Valid,238,0.028571
6698847338734,7781689458926,01-09-2025 00:00,Valid,928.29,0.115914
6698847109358,8406041034990,01-09-2025 00:00,Valid,9848.01,0.207468
6698846617838,7998548213998,01-09-2025 00:00,Valid,3300.01,0.210148
6698846453998,8773373886702,01-09-2025 00:00,Not Valid,0,
6698846028014,7959964844270,01-09-2025 00:00,Valid,2418.07,0.192097
6698845896942,6730109845742,01-09-2025 00:00,Not Valid,0,
6698845962478,8230680199406,01-09-2025 00:00,Valid,1809,0.170183
6698845405422,6991756132590,01-09-2025 00:00,Valid,1639.31,0.146197
6698845176046,8721316348142,01-09-2025 00:00,Valid,1768.01,0.303662
6698844586222,7349144518894,01-09-2025 00:00,Valid,5893.01,0.159943
6698843865326,5657683951789,01-09-2025 00:00,Valid,249,0.584307
6698843111662,8293479284974,01-09-2025 00:00,Valid,1102.01,0.080133
6698842849518,8344267751662,01-09-2025 00:00,Valid,818.69,0.058988
6698842194158,8773420286190,01-09-2025 00:00,Valid,189,0.078049
6698842030318,8471628775662,01-09-2025 00:00,Valid,1352.01,0.028735
6698842063086,8727563043054,01-09-2025 00:00,Not Valid,0,
6698841506030,5748765458605,01-09-2025 00:00,Valid,3557.27,0.209499
6698841473262,7210253713646,01-09-2025 00:00,Valid,1249.01,0.107856
6698841309422,7764321272046,01-09-2025 00:00,Valid,758.01,0.509064
6698839736558,8233946120430,01-09-2025 00:00,Valid,191,0.040201
6698839441646,8587911856366,01-09-2025 00:00,Valid,1170.01,0.063999
6698838786286,8288924729582,01-09-2025 00:00,Valid,1335.01,0.211923
6698838261998,6772103053550,01-09-2025 00:00,Valid,1689.4,0.086317
6698838032622,8772965236974,01-09-2025 00:00,Not Valid,0,
6698838065390,7972227580142,01-09-2025 00:00,Valid,3190.02,0.36794
6698837442798,7532268519662,01-09-2025 00:00,Valid,1676,0.095521
6698837016814,8773368250606,01-09-2025 00:00,Valid,5105,0.210974
6698836295918,8225382924526,01-09-2025 00:00,Valid,630.01,0.099999
6698835017966,8716000690414,01-09-2025 00:00,Valid,1830.01,0.061538
6698834657518,8332208013550,01-09-2025 00:00,Valid,699.01,0.060483
6698834428142,7870605197550,01-09-2025 00:00,Not Valid,0,
6698834100462,8773413601518,01-09-2025 00:00,Valid,4565.02,0.274936
6698833838318,8773114757358,01-09-2025 00:00,Valid,198,0.052632
6698833543406,8773187338478,01-09-2025 00:00,Valid,1068.31,0.314311
6698832920814,8497002316014,01-09-2025 00:00,Valid,425.83,0.165039
6698832691438,6292057260270,01-09-2025 00:00,Valid,10404.01,0.166012
6698832167150,8232381317358,01-09-2025 00:00,Valid,315,0.125
6698832101614,6839841849582,01-09-2025 00:00,Valid,9301.01,0.147479
6698831151342,6818931212526,01-09-2025 00:00,Valid,684.01,0.105881
6698830168302,7676294955246,01-09-2025 00:00,Valid,1383.36,0.699074
6698829971694,8773213454574,01-09-2025 00:00,Valid,720.01,0.120878
6698828955886,8773369299182,01-09-2025 00:00,Valid,2092.02,0.273609
6698828300526,6070830629102,01-09-2025 00:00,Valid,5221.51,0.173813
6698828136686,8143333785838,01-09-2025 00:00,Valid,3567.02,0.317058
6698827743470,6105897435374,01-09-2025 00:00,Valid,697.01,0.099482
6698825679086,8773395611886,01-09-2025 00:00,Valid,3234.01,0.410499
6698739138798,7546500088046,01-09-2025 00:00,Valid,821,0.067045
6698736681198,6709534261486,01-09-2025 00:00,Valid,10319,0.086814
6698734944494,8773373886702,01-09-2025 00:00,Valid,1407.13,0.296087
6698734715118,8524499189998,01-09-2025 00:00,Valid,878.4,0.674667
6698734092526,8545614594286,01-09-2025 00:00,Not Valid,0.01,0
6698733666542,7412227604718,01-09-2025 00:00,Valid,2883.01,0.158984
6698733338862,7484601106670,01-09-2025 00:00,Valid,1368.01,0.565712
6698733109486,7844388438254,01-09-2025 00:00,Valid,920.01,0.079999
6698732945646,7964815393006,01-09-2025 00:00,Valid,1838.25,0.145
6698732454126,8614184878318,01-09-2025 00:00,Valid,1036.01,0.049541
6698732323054,6480206561518,01-09-2025 00:00,Valid,2525.48,0.22029
6698731929838,8746474012910,01-09-2025 00:00,Valid,1531.93,0.321858
6698731602158,5499103674541,01-09-2025 00:00,Valid,3246.02,0.275122
6698731503854,7823940714734,01-09-2025 00:00,Valid,5482.09,0.153217
6698730717422,8387422322926,01-09-2025 00:00,Valid,1548.01,0.612805
6698730225902,8773374345454,01-09-2025 00:00,Valid,421.95,0.102234
6698728390894,6023835255022,01-09-2025 00:00,Valid,3127.01,0.152574
6698728423662,8773353210094,01-09-2025 00:00,Valid,2559.03,0.326931
6698728161518,8329681961198,01-09-2025 00:00,Valid,3343.05,0.211545
6698727375086,6659155689710,01-09-2025 00:00,Valid,765.01,0.049689
6698726293742,8773378769134,01-09-2025 00:00,Not Valid,0,
6698726260974,8395315413230,01-09-2025 00:00,Valid,3286.51,0.202112
6698726097134,8180504527086,01-09-2025 00:00,Valid,6067,0.132046
6698725834990,8745758556398,01-09-2025 00:00,Valid,4830.02,0.067567
6698725703918,7676331393262,01-09-2025 00:00,Valid,1841.28,0.155376
6698725343470,7460281385198,01-09-2025 00:00,Valid,3020,0.183784
6698724589806,6023835255022,01-09-2025 00:00,Valid,3391.51,0.1925
6698724294894,8773377229038,01-09-2025 00:00,Valid,404,0.081818
6698724131054,7450114949358,01-09-2025 00:00,Valid,1008.01,0.252224
6698723803374,8773377327342,01-09-2025 00:00,Valid,1038.01,0.120338
6698723737838,8773376671982,01-09-2025 00:00,Valid,1309.45,0.251747
6698723639534,8632709677294,01-09-2025 00:00,Valid,157,0.01875
6698723279086,8773375820014,01-09-2025 00:00,Valid,442.32,0.0785
6698723410158,8773360746734,01-09-2025 00:00,Valid,167,0.097297
6698723213550,6798425129198,01-09-2025 00:00,Valid,2939.02,0.168599
6698722951406,8638332666094,01-09-2025 00:00,Valid,3034,0.241121
6698721018094,8773229871342,01-09-2025 00:00,Valid,1265.41,0.108244
6698720657646,8773370904814,01-09-2025 00:00,Valid,2980.02,0.306653
6698719903982,6800223666414,01-09-2025 00:00,Valid,3612,0.148113
6698719871214,8773368971502,01-09-2025 00:00,Valid,4790.71,0.250281
6698719838446,8773037097198,01-09-2025 00:00,Valid,1373.61,0.268971
6698718429422,7768281219310,01-09-2025 00:00,Valid,216,0.018182
6698717282542,6023835255022,01-09-2025 00:00,Valid,3127.01,0.152574
6698716856558,8773295309038,01-09-2025 00:00,Valid,1805,0.175799
6698716004590,7756907413742,01-09-2025 00:00,Valid,1949.01,0.229339
6698715906286,8773366644974,01-09-2025 00:00,Valid,128,0.051852
6698715316462,8711238844654,01-09-2025 00:00,Valid,2502.3,0.192806
6698715218158,8225382924526,01-09-2025 00:00,Valid,1744.01,0.257555
6698714824942,6050463842542,01-09-2025 00:00,Valid,3853.01,0.268602
6698714759406,7631221424366,01-09-2025 00:00,Valid,1940.01,0.101851
6698714693870,7542498853102,01-09-2025 00:00,Valid,4447.91,0.163928
6698714366190,8548193435886,01-09-2025 00:00,Valid,383,0.148889
6698714202350,5952541753582,01-09-2025 00:00,Valid,1674.01,0.139331
6698714038510,8540243132654,01-09-2025 00:00,Valid,7851,0.248708
6698713186542,8655957000430,01-09-2025 00:00,Valid,1065.91,0.210443
6698712793326,8773363925230,01-09-2025 00:00,Not Valid,0,
6698712662254,5976012685550,01-09-2025 00:00,Valid,2056.93,0.208572
6698712137966,8773362745582,01-09-2025 00:00,Valid,708.01,0.109433
6698711777518,8773365039342,01-09-2025 00:00,Valid,1100.01,0.49977
6698710794478,6798506066158,01-09-2025 00:00,Valid,1407.61,0.217999
6698710237422,7636290994414,01-09-2025 00:00,Valid,446,0.030435
6698709549294,8773340463342,01-09-2025 00:00,Valid,1135.8,0.431247
6698708533486,8773360582894,01-09-2025 00:00,Valid,766.01,0.148887
6698707878126,7756907413742,01-09-2025 00:00,Not Valid,0,
6698706698478,6960441393390,01-09-2025 00:00,Valid,2067.45,0.133148
6698706469102,6743253876974,01-09-2025 00:00,Valid,387,0.1
6698706436334,7080401338606,01-09-2025 00:00,Valid,4806.63,0.173978
6698705944814,8773358125294,01-09-2025 00:00,Valid,699.01,0.708747
6698705813742,7877550440686,01-09-2025 00:00,Valid,1318.01,0.149676
6698704666862,7577821544686,01-09-2025 00:00,Not Valid,1,0.999495
6698703716590,6840191746286,01-09-2025 00:00,Valid,207,0.014286
6698703585518,8392473280750,01-09-2025 00:00,Valid,4891.97,0.220157
6698703487214,6489524109550,01-09-2025 00:00,Valid,1482,0.24
6698703257838,6894393655534,01-09-2025 00:00,Valid,2139.01,0.207483
6698703061230,8507038433518,01-09-2025 00:00,Valid,1358.01,0.150718
6698702635246,6071223582958,01-09-2025 00:00,Valid,1642.08,0.225434
6698702045422,7465795846382,01-09-2025 00:00,Valid,589,0.127407
6698701390062,6867541459182,01-09-2025 00:00,Valid,2298,0.12156
6698701258990,8753781833966,01-09-2025 00:00,Valid,4144.01,0.133779
6698700964078,6543851618542,01-09-2025 00:00,Valid,1569,0.215108
6698700636398,6774748086510,01-09-2025 00:00,Valid,2206.01,0.114056
6698700570862,8708129652974,01-09-2025 00:00,Valid,602.01,0.604983
6698699882734,7342821671150,01-09-2025 00:00,Valid,2426.01,0.009796
6698699686126,6376200339694,01-09-2025 00:00,Valid,3729.01,0.117814
6698699456750,8737421066478,01-09-2025 00:00,Valid,1149.29,0.306407
6698699129070,6340872863982,01-09-2025 00:00,Not Valid,0,
6698698866926,7214900642030,01-09-2025 00:00,Valid,5701.01,0.29782
6698697425134,8390564282606,01-09-2025 00:00,Valid,304,0.619524
6698696999150,8556806045934,01-09-2025 00:00,Valid,245,0.02
6698696311022,8773280366830,01-09-2025 00:00,Valid,670.01,0.828115
6698695753966,8379304247534,01-09-2025 00:00,Valid,1549.51,0.201288
6698695459054,8773108826350,01-09-2025 00:00,Valid,762,0.029299
6698695065838,8581819924718,01-09-2025 00:00,Valid,2933,0.132249
6698692116718,7900917891310,01-09-2025 00:00,Valid,458,0.770541
6698691395822,8773336989934,01-09-2025 00:00,Valid,1966.56,0.254529
6698691330286,8603467907310,01-09-2025 00:00,Valid,848.01,0.15115
6698690707694,8773345313006,01-09-2025 00:00,Valid,446,0.008889
6698689954030,8773344428270,01-09-2025 00:00,Valid,388,0.087059
6698689626350,7214072529134,01-09-2025 00:00,Valid,1644,0.071186
6698688577774,8552922153198,01-09-2025 00:00,Valid,4848.01,0.147979
6698688250094,8147506921710,01-09-2025 00:00,Valid,219,0.890445
6698687987950,7681139474670,01-09-2025 00:00,Valid,2768.27,0.232745
6698687463662,8416481771758,01-09-2025 00:00,Valid,1137.61,0.241598
6698687332590,6967770251502,01-09-2025 00:00,Valid,9870.02,0.210905
6698686316782,8496129835246,01-09-2025 00:00,Valid,2827.01,0.440419
6698685333742,8773339939054,01-09-2025 00:00,Valid,686,0.02
6698685300974,6038730604782,01-09-2025 00:00,Valid,1679.01,0.23647
6698685235438,8009481978094,01-09-2025 00:00,Valid,1119.01,0.205818
6698684317934,8015264252142,01-09-2025 00:00,Valid,2005.01,0.169772
6698683990254,7782890766574,01-09-2025 00:00,Valid,1768,0.35
6698684023022,8712297251054,01-09-2025 00:00,Valid,902.11,0.060312
6698682319086,7410511216878,01-09-2025 00:00,Valid,2400.67,0.258599
6698682122478,8773336531182,01-09-2025 00:00,Valid,488,0.079245
6698682089710,8588431786222,01-09-2025 00:00,Valid,867.01,0.091194
6698681336046,6710854549742,01-09-2025 00:00,Valid,1842.01,0.122857
6698680942830,8773335318766,01-09-2025 00:00,Valid,498,0.110714
6698680877294,6893532741870,01-09-2025 00:00,Valid,1329,0.139806
6698680680686,8385144062190,01-09-2025 00:00,Not Valid,2499,0.277746
6698680451310,6350271250670,01-09-2025 00:00,Valid,3861.37,0.181915
6698680058094,7993282560238,01-09-2025 00:00,Valid,999,0
6698679959790,5590968172717,01-09-2025 00:00,Valid,1145.21,0.323566
6698679009518,6872064131310,01-09-2025 00:00,Valid,2818.02,0.25842
6698678976750,8153597804782,01-09-2025 00:00,Valid,2402.7,0.165732
6698678616302,6237130457326,01-09-2025 00:00,Valid,1066.01,0.100421
6698678452462,8604589162734,01-09-2025 00:00,Valid,1830,0.171196
6698677928174,6217305096430,01-09-2025 00:00,Valid,1073.96,0.271403
6698677534958,7280656285934,01-09-2025 00:00,Valid,3702.15,0.1773
6698677141742,7654824575214,01-09-2025 00:00,Valid,1426.01,0.232507
6698676682990,8392473280750,01-09-2025 00:00,Valid,3113.01,0.27739
6698676748526,8773302747374,01-09-2025 00:00,Valid,1592.01,0.259534
6698676289774,6952473592046,01-09-2025 00:00,Valid,258.06,0.139829
6698675962094,8773313888494,01-09-2025 00:00,Valid,648.01,0.099999
6698675994862,8614567149806,01-09-2025 00:00,Valid,1115.01,0.128905
6698674749678,8773330075886,01-09-2025 00:00,Valid,1067.01,0.225688
6698673930478,6926859010286,01-09-2025 00:00,Valid,2642.77,0.203748
6698673897710,8773316706542,01-09-2025 00:00,Valid,1870.01,0.149999
6698672718062,8635856978158,01-09-2025 00:00,Valid,1958,0.166809
6698671636718,7169830551790,01-09-2025 00:00,Valid,1459.01,0.169606
6698671374574,6983645200622,01-09-2025 00:00,Valid,2684.01,0.139743
6698669998318,8274480201966,01-09-2025 00:00,Valid,3230,0.05
6698669932782,8768910393582,01-09-2025 00:00,Valid,1239.31,0.310732
6698669441262,6860146213102,01-09-2025 00:00,Valid,1545,0.366284
6698669211886,7408116302062,01-09-2025 00:00,Valid,900.01,0.099999
6698668458222,7658469851374,01-09-2025 00:00,Valid,1504.01,0.268481
6698668327150,8592608919790,01-09-2025 00:00,Valid,2131.01,0.387467
6698667737326,8635655127278,01-09-2025 00:00,Not Valid,0,
6698666852590,8255128666350,01-09-2025 00:00,Valid,910.01,0.564174
6698666066158,6938145915118,01-09-2025 00:00,Valid,1658.01,0.481549
6698665804014,8124471869678,01-09-2025 00:00,Valid,1800.37,0.223647
6698664493294,7163173306606,01-09-2025 00:00,Valid,5304.01,0.272228
6698663411950,5531937505453,01-09-2025 00:00,Valid,11634.01,0.227849
6698663051502,8740176888046,01-09-2025 00:00,Valid,1431.97,0.348219
6698662953198,8772427645166,01-09-2025 00:00,Valid,3808.01,0.412254
6698662920430,8762462339310,01-09-2025 00:00,Valid,1456.91,0.231186
6698662691054,8301940277486,01-09-2025 00:00,Valid,550.01,0.153844
6698662428910,8773317492974,01-09-2025 00:00,Valid,468.01,0.099998
6698662363374,8392437924078,01-09-2025 00:00,Valid,9916,0.170209
6698661675246,8316332212462,01-09-2025 00:00,Valid,1807.01,0.201502
6698661413102,8542483316974,01-09-2025 00:00,Valid,1530.01,0.049689
6698661085422,7168032276718,01-09-2025 00:00,Valid,1740.01,0.121212
6698659414254,8594106056942,01-09-2025 00:00,Valid,762,0.06846
6698658660590,6837415870702,01-09-2025 00:00,Valid,3595.01,0.147902
6698658627822,8199980089582,01-09-2025 00:00,Valid,2318.01,0.318835
6698658562286,8773313986798,01-09-2025 00:00,Valid,1042.39,0.251162
6698658070766,8773299011822,01-09-2025 00:00,Valid,3070.01,0.269047
6698657939694,7372452528366,01-09-2025 00:00,Valid,799.91,0.157998
6698657775854,7768179998958,01-09-2025 00:00,Valid,2268.01,0.230925
6698657808622,7637793374446,01-09-2025 00:00,Valid,1556.01,0.359406
6698657087726,8092759490798,01-09-2025 00:00,Valid,1586.01,0.133333
6698656989422,7240865612014,01-09-2025 00:00,Valid,1099,0.276974
6698657022190,8110860468462,01-09-2025 00:00,Valid,1205,0.120438
6698656563438,6421473100014,01-09-2025 00:00,Valid,907.35,0.174393
6698656530670,6104515641582,01-09-2025 00:00,Valid,3806,0.154034
6698656039150,8773311365358,01-09-2025 00:00,Valid,1640.01,0.179999
6698655645934,7739508883694,01-09-2025 00:00,Valid,3928,0.13784
6698655613166,8773269356782,01-09-2025 00:00,Valid,1327.21,0.329695
6698655482094,7630546993390,01-09-2025 00:00,Valid,840.76,0.199284
6698655154414,8242489524462,01-09-2025 00:00,Valid,699,0.70875
6698655023342,6147017703662,01-09-2025 00:00,Valid,714.61,0.209511
6698654793966,6461921231086,01-09-2025 00:00,Valid,569.4,0.117223
6698654662894,6447635824878,01-09-2025 00:00,Not Valid,0,
6698654597358,6810989199598,01-09-2025 00:00,Valid,1083,0.160465
6698652532974,8773306482926,01-09-2025 00:00,Valid,986.01,0.119642
6698652336366,8307548324078,01-09-2025 00:00,Valid,3192.02,0.180907
6698651386094,8773305794798,01-09-2025 00:00,Valid,1912.01,0.233666
6698650730734,8773305336046,01-09-2025 00:00,Valid,1753.01,0.154773
6698649125102,8331958157550,01-09-2025 00:00,Valid,1026.96,0.290778
6698648895726,8291338256622,01-09-2025 00:00,Valid,1840.01,0.08
6698648436974,6944936394990,01-09-2025 00:00,Valid,1151.01,0.159853
6698648404206,7644967534830,01-09-2025 00:00,Valid,279,0.65125
6698648174830,8773302223086,01-09-2025 00:00,Valid,949.01,0.121295
6698646601966,8496311206126,01-09-2025 00:00,Valid,3357.02,0.425956
6698646110446,8499628212462,01-09-2025 00:00,Valid,662.01,0.15128
6698645717230,6652811182318,01-09-2025 00:00,Valid,1944.01,0.156615
6698645749998,7600782508270,01-09-2025 00:00,Valid,1648.31,0.222132
6698645225710,7235410985198,01-09-2025 00:00,Valid,18755.01,0.121463
6698644832494,8637946790126,01-09-2025 00:00,Valid,434.56,0.104
6698644635886,7724593185006,01-09-2025 00:00,Valid,5523.03,0.287262
6698644537582,8773297996014,01-09-2025 00:00,Valid,665.01,0.208331
6698644504814,8754624102638,01-09-2025 00:00,Valid,848,0.673595
6698644472046,8771235021038,01-09-2025 00:00,Valid,723.01,0.118291
6698644177134,8739313909998,01-09-2025 00:00,Valid,727.67,0.061083
6698644209902,8449802469614,01-09-2025 00:00,Valid,3423,0.165936
6698644046062,8103987675374,01-09-2025 00:00,Valid,2710.01,0.120129
6698643620078,6312905703662,01-09-2025 00:00,Valid,4649.72,0.250169
6698643423470,8223326208238,01-09-2025 00:00,Valid,1205,0.120438
6698642211054,6638010794222,01-09-2025 00:00,Valid,2762.01,0.131173
6698642047214,8452850778350,01-09-2025 00:00,Valid,2942.03,0.312293
6698642014446,6811065581806,01-09-2025 00:00,Valid,1762,0.118118
6698641981678,6948359176430,01-09-2025 00:00,Valid,5372.11,0.113515
6698641686766,8621693042926,01-09-2025 00:00,Valid,120,0
6698640834798,8151865852142,01-09-2025 00:00,Valid,849.01,0.150149
6698640277742,7989157101806,01-09-2025 00:00,Valid,2599.01,0.068125
6698639556846,8767204098286,01-09-2025 00:00,Valid,299,0.700701
6698638672110,8741744443630,01-09-2025 00:00,Valid,1247.41,0.375361
6698638475502,6873979814126,01-09-2025 00:00,Valid,1631.61,0.204097
6698638278894,8496741548270,01-09-2025 00:00,Valid,1580.01,0.411982
6698638049518,8747886412014,01-09-2025 00:00,Valid,827.01,0.40759
6698637983982,8773293277422,01-09-2025 00:00,Valid,2932.02,0.248204
6698637099246,8773290492142,01-09-2025 00:00,Valid,556.01,0.568319
6698636837102,8366136230126,01-09-2025 00:00,Valid,1458.25,0.116212
6698636083438,6072763711726,01-09-2025 00:00,Valid,9567.02,0.108554
6698635297006,8463682502894,01-09-2025 00:00,Valid,2631.51,0.230555
6698635067630,6894360920302,01-09-2025 00:00,Valid,2000.01,0.264434
6698634674414,7063018668270,01-09-2025 00:00,Valid,2617.71,0.246704
6698634379502,8773279383790,01-09-2025 00:00,Valid,3513.02,0.334658
6698634182894,8290920857838,01-09-2025 00:00,Valid,3247.65,0.191928
6698634084590,8167312982254,01-09-2025 00:00,Valid,552.01,0.599996
6698633232622,8269525844206,01-09-2025 00:00,Valid,2089.01,0.271871
6698632904942,8773262770414,01-09-2025 00:00,Valid,748.01,0.119999
6698632642798,7498282270958,01-09-2025 00:00,Valid,1048.17,0.248629
6698632577262,7175297040622,01-09-2025 00:00,Valid,4771.01,0.177555
6698632315118,7100363931886,01-09-2025 00:00,Valid,4660.22,0.217955
6698631856366,8591904669934,01-09-2025 00:00,Not Valid,0.01,0
6698631725294,8750547665134,01-09-2025 00:00,Valid,416,0.054545
6698631758062,8496843391214,01-09-2025 00:00,Valid,2326.34,0.226875
6698631561454,8011963957486,01-09-2025 00:00,Valid,3159,0.415
6698631168238,8464113533166,01-09-2025 00:00,Not Valid,0,1
6698631069934,8773270831342,01-09-2025 00:00,Valid,613,0.025437
6698631037166,8280411078894,01-09-2025 00:00,Valid,1025,0.108696
6698630578414,8113453596910,01-09-2025 00:00,Valid,996.49,0.155524
6698630217966,7245015941358,01-09-2025 00:00,Valid,547.01,0.17121
